name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW
Jorge Luiz Frello Filho,MID,Chelsea,2.7,0,0,11,0,0.6,123,23,1,0,1.5,14.0,2021-08-28T16:30:00Z,86,11,0,0,0,0,3,0,362021,1,1,0.0,2,-39281,23312,62593,60,False,0,3
Diogo Jota,MID,Liverpool,5.7,0,0,1,0,6.3,240,23,0,0,7.4,4.2,2021-08-28T16:30:00Z,47,6,0,0,0,0,3,0,1184840,1,1,63.0,1,154435,273977,119542,76,True,0,3
Ilkay Gündogan,MID,Man City,4.8,0,1,42,1,40.2,250,24,0,1,13.9,48.0,2021-08-28T11:30:00Z,90,1,0,0,0,0,3,0,378759,0,5,51.0,9,-98388,19565,117953,73,True,0,3
Luke Shaw,DEF,Man Utd,4.2,0,0,21,1,17.8,275,30,0,0,2.8,10.4,2021-08-29T15:30:00Z,90,20,0,0,0,0,3,0,3844864,1,0,0.0,6,-179209,77468,256677,55,False,0,3
Armando Broja,FWD,Southampton,0.8,0,0,3,0,0.6,518,25,1,0,0.1,0.2,2021-08-28T14:00:00Z,19,14,0,0,0,0,3,0,47482,2,2,0.0,1,-6525,4154,10679,50,False,0,3
Stipe Perica,FWD,Watford,0.0,0,0,0,0,0.0,388,27,0,0,0.0,0.0,2021-08-29T13:00:00Z,0,17,0,0,0,0,3,0,217895,0,1,0.0,0,-42941,0,42941,45,False,0,3
Emerson Palmieri dos Santos,DEF,Chelsea,0.0,0,0,0,0,0.0,539,23,0,0,0.0,0.0,2021-08-28T16:30:00Z,0,11,0,0,0,0,3,0,1676,1,1,0.0,0,-1076,0,1076,45,False,0,3
Isaac Success Ajayi,FWD,Watford,0.0,0,0,0,0,0.0,393,27,0,0,0.0,0.0,2021-08-29T13:00:00Z,0,17,0,0,0,0,3,0,30741,0,1,0.0,0,-8140,1656,9796,50,False,0,3
Declan Rice,MID,West Ham,3.5,0,0,11,0,24.3,421,28,2,0,5.4,17.6,2021-08-28T14:00:00Z,90,7,0,0,0,0,3,0,348473,2,2,12.0,1,9845,44764,34919,50,True,1,3
Juan Mata,MID,Man Utd,0.5,0,0,0,0,0.0,459,30,0,0,0.0,0.0,2021-08-29T15:30:00Z,0,20,0,0,0,0,3,0,4331,1,0,0.0,0,-471,249,720,49,False,0,3
Hélder Wander Sousa de Azevedo e Costa,MID,Leeds,0.8,0,0,0,0,0.0,192,29,0,0,0.0,0.0,2021-08-29T13:00:00Z,0,5,0,0,0,0,3,0,13207,1,1,0.0,0,-2194,594,2788,54,False,0,3
Robert Street,FWD,Crystal Palace,-0.5,0,0,0,0,0.0,542,28,0,0,0.0,0.0,2021-08-28T14:00:00Z,0,19,0,0,0,0,3,0,26817,2,2,0.0,0,6473,13037,6564,45,False,0,3
Harvey Elliott,MID,Liverpool,2.0,0,0,9,0,25.7,506,23,1,0,4.6,7.0,2021-08-28T16:30:00Z,90,6,0,0,0,0,3,0,11935,1,1,13.0,2,3309,5349,2040,55,True,0,3
Mahmoud Ahmed Ibrahim Hassan,MID,Aston Villa,0.0,0,0,0,0,0.0,37,21,0,0,0.0,0.0,2021-08-28T14:00:00Z,0,3,0,0,0,0,3,0,796,1,1,0.0,0,-99,67,166,55,True,0,3
Ashley Young,DEF,Aston Villa,3.5,0,0,8,0,0.9,52,21,1,0,0.5,4.0,2021-08-28T14:00:00Z,78,3,0,0,0,0,3,0,86366,1,1,0.0,2,5886,14234,8348,50,True,0,3
Hamza Choudhury,MID,Leicester,1.0,0,0,0,0,0.0,214,26,0,0,0.0,0.0,2021-08-28T14:00:00Z,0,15,0,0,0,0,3,0,9738,2,1,0.0,0,-493,773,1266,45,False,0,3
Christoph Zimmermann,DEF,Norwich,-1.0,0,0,0,0,0.0,324,26,0,0,0.0,0.0,2021-08-28T14:00:00Z,0,9,0,0,0,0,3,0,6708,2,1,0.0,0,-1218,59,1277,45,True,0,3
Tammy Abraham,FWD,Chelsea,0.0,0,0,0,0,0.0,136,23,0,0,0.0,0.0,2021-08-28T16:30:00Z,0,11,0,0,0,0,3,0,19226,1,1,0.0,0,-11874,0,11874,65,False,0,3
Shane Duffy,DEF,Brighton,5.7,0,0,14,0,0.5,56,22,2,0,2.9,24.0,2021-08-28T14:00:00Z,90,8,0,0,0,0,3,0,901780,2,0,4.0,1,449332,488118,38786,41,True,0,3
Juraj Kucka,MID,Watford,0.2,0,0,4,0,1.4,495,27,1,0,1.9,5.8,2021-08-29T13:00:00Z,90,17,0,0,0,0,3,0,2395,0,1,12.0,2,-749,38,787,55,False,0,3
André Filipe Tavares Gomes,MID,Everton,0.3,0,0,0,0,1.8,172,22,0,0,3.2,3.6,2021-08-28T14:00:00Z,9,4,0,0,0,0,3,0,10422,2,0,27.0,1,-1600,715,2315,49,False,0,3
Reece James,DEF,Chelsea,6.7,1,0,-2,0,15.0,142,23,1,0,2.4,8.6,2021-08-28T16:30:00Z,47,11,0,0,0,1,3,0,833445,1,1,0.0,1,308746,357269,48523,56,False,0,3
Luke Cundle,MID,Wolves,-0.5,0,0,0,0,0.0,547,30,0,0,0.0,0.0,2021-08-29T15:30:00Z,0,13,0,0,0,0,3,0,2705,1,0,0.0,0,449,1013,564,45,True,0,3
Adam Forshaw,MID,Leeds,0.5,0,0,0,0,0.0,552,29,0,0,0.0,0.0,2021-08-29T13:00:00Z,0,5,0,0,0,0,3,0,723,1,1,0.0,0,30,173,143,45,False,0,3
Kepa Arrizabalaga,GK,Chelsea,0.0,0,0,0,0,0.0,129,23,0,0,0.0,0.0,2021-08-28T16:30:00Z,0,11,0,0,0,0,3,0,21461,1,1,0.0,0,-2921,535,3456,49,False,0,3
Kortney Hause,DEF,Aston Villa,0.8,0,0,5,0,0.1,36,21,0,0,0.3,3.2,2021-08-28T14:00:00Z,1,3,0,0,0,0,3,0,8189,1,1,0.0,1,-1120,333,1453,44,True,0,3
Tyrone Mings,DEF,Aston Villa,5.5,0,0,0,0,0.0,38,21,0,0,0.0,0.0,2021-08-28T14:00:00Z,0,3,0,0,0,0,3,0,817626,1,1,0.0,0,181873,215540,33667,50,True,0,3
Ainsley Maitland-Niles,MID,Arsenal,-0.2,0,0,3,0,0.1,13,24,1,0,0.1,0.4,2021-08-28T11:30:00Z,19,12,0,0,0,0,3,0,5401,0,5,0.0,1,-884,160,1044,54,False,0,3
Jesse Lingard,MID,Man Utd,0.8,0,0,0,0,0.0,276,30,0,0,0.0,0.0,2021-08-29T15:30:00Z,0,20,0,0,0,0,3,0,93492,1,0,0.0,0,-13249,1098,14347,69,False,0,3
Billy Gilmour,MID,Norwich,1.0,0,0,11,0,2.8,145,26,2,0,1.9,8.6,2021-08-28T14:00:00Z,78,9,0,0,0,0,3,0,632575,2,1,8.0,2,-23479,39321,62800,45,True,0,3
Jaden Philogene-Bidace,MID,Aston Villa,0.8,0,0,0,0,0.0,497,21,0,0,0.0,0.0,2021-08-28T14:00:00Z,0,3,0,0,0,0,3,0,1468,1,1,0.0,0,-186,100,286,50,True,0,3
Fernando Luiz Rosa,MID,Man City,1.2,0,0,0,0,0.0,453,24,0,0,0.0,0.0,2021-08-28T11:30:00Z,0,1,0,0,0,0,3,0,35177,0,5,0.0,0,-6319,3443,9762,50,True,0,3
Björn Engels,DEF,Aston Villa,0.0,0,0,0,0,0.0,31,21,0,0,0.0,0.0,2021-08-28T14:00:00Z,0,3,0,0,0,0,3,0,63,1,1,0.0,0,-7,0,7,45,True,0,3
Tariqe Fosu-Henry,MID,Brentford,-0.4,0,0,0,0,0.0,79,21,0,0,0.0,0.0,2021-08-28T14:00:00Z,0,2,0,0,0,0,3,0,4520,1,1,0.0,0,-1716,32,1748,53,False,0,3
Thomas Partey,MID,Arsenal,0.0,0,0,0,0,0.0,15,24,0,0,0.0,0.0,2021-08-28T11:30:00Z,0,12,0,0,0,0,3,0,3864,0,5,0.0,0,-476,320,796,50,False,0,3
Karl Hein,GK,Arsenal,-0.5,0,0,0,0,0.0,532,24,0,0,0.0,0.0,2021-08-28T11:30:00Z,0,12,0,0,0,0,3,0,16440,0,5,0.0,0,3968,5213,1245,40,False,0,3
Francisco Femenía Far,DEF,Watford,-1.0,0,0,0,0,0.0,382,27,0,0,0.0,0.0,2021-08-29T13:00:00Z,0,17,0,0,0,0,3,0,11319,0,1,0.0,0,-3042,245,3287,44,False,0,3
Raúl Jiménez,FWD,Wolves,1.2,0,0,10,0,35.3,430,30,1,0,10.1,11.4,2021-08-29T15:30:00Z,90,13,0,0,0,0,3,0,203246,1,0,54.0,2,-48434,14667,63101,74,True,0,3
Sean Longstaff,MID,Newcastle,0.8,0,0,22,0,25.5,309,25,2,0,6.2,35.0,2021-08-28T14:00:00Z,90,16,0,0,0,0,3,0,24775,2,2,1.0,2,-1374,1732,3106,45,True,0,3
Boubakary Soumaré,MID,Leicester,1.7,0,0,0,0,0.0,458,26,0,0,0.0,0.0,2021-08-28T14:00:00Z,0,15,0,0,0,0,3,0,6574,2,1,0.0,0,-1000,324,1324,49,False,0,3
Héctor Bellerín,DEF,Arsenal,-0.5,0,0,0,0,0.0,9,24,0,0,0.0,0.0,2021-08-28T11:30:00Z,0,12,0,0,0,0,3,0,48415,0,5,0.0,0,-17353,969,18322,48,False,0,3
Emmanuel Dennis,FWD,Watford,4.0,0,0,-2,0,2.0,450,27,1,0,2.5,0.4,2021-08-29T13:00:00Z,90,17,0,0,0,0,3,0,530746,0,1,23.0,1,187719,269879,82160,51,False,1,3
Lucas Torreira,MID,Arsenal,0.0,0,0,0,0,0.0,18,24,0,0,0.0,0.0,2021-08-28T11:30:00Z,0,12,0,0,0,0,3,0,29757,0,5,0.0,0,-5987,2398,8385,45,False,0,3
Nampalys Mendy,MID,Leicester,0.2,0,0,0,0,0.0,203,26,0,0,0.0,0.0,2021-08-28T14:00:00Z,0,15,0,0,0,0,3,0,30581,2,1,0.0,0,-5345,1202,6547,45,False,0,3
Ryan Fraser,MID,Newcastle,1.5,1,0,12,0,0.3,298,25,1,0,1.8,0.0,2021-08-28T14:00:00Z,6,16,0,0,0,0,3,0,8260,2,2,18.0,4,-1411,359,1770,54,True,0,3
Paul Pogba,MID,Man Utd,7.8,0,0,8,1,19.4,272,30,0,0,4.9,12.2,2021-08-29T15:30:00Z,90,20,0,0,0,0,3,0,1490294,1,0,17.0,2,271082,363680,92598,77,False,1,3
Bertrand Traoré,MID,Aston Villa,0.0,0,0,0,0,0.0,32,21,0,0,0.0,0.0,2021-08-28T14:00:00Z,0,3,0,0,0,0,3,0,56038,1,1,0.0,0,-55435,110,55545,59,True,0,3
Leandro Trossard,MID,Brighton,2.3,0,0,8,0,15.2,64,22,2,0,7.6,13.2,2021-08-28T14:00:00Z,90,8,0,0,0,0,3,0,62662,2,0,48.0,2,-18774,3602,22376,64,True,0,3
Christian Nørgaard,MID,Brentford,3.2,0,0,2,0,1.4,77,21,1,0,0.9,7.6,2021-08-28T14:00:00Z,90,2,0,0,0,0,3,0,103755,1,1,0.0,1,10633,31333,20700,50,False,1,3
Wesley Fofana,DEF,Leicester,0.0,0,0,0,0,0.0,220,26,0,0,0.0,0.0,2021-08-28T14:00:00Z,0,15,0,0,0,0,3,0,35855,2,1,0.0,0,-8256,301,8557,44,False,0,3
Tommy Doyle,MID,Man City,0.5,0,0,0,0,0.0,566,24,0,0,0.0,0.0,2021-08-28T11:30:00Z,0,1,0,0,0,0,3,0,413,0,5,0.0,0,170,204,34,45,True,0,3
Nemanja Matic,MID,Man Utd,1.5,0,0,0,0,0.0,271,30,0,0,0.0,0.0,2021-08-29T15:30:00Z,0,20,0,0,0,0,3,0,21651,1,0,0.0,0,636,3653,3017,45,False,0,3
Arthur Masuaku,DEF,West Ham,0.1,0,0,0,0,0.0,417,28,0,0,0.0,0.0,2021-08-28T14:00:00Z,0,7,0,0,0,0,3,0,3746,2,2,0.0,0,-783,74,857,44,True,0,3
Bernard Anício Caldeira Duarte,MID,Everton,0.0,0,0,0,0,0.0,167,22,0,0,0.0,0.0,2021-08-28T14:00:00Z,0,4,0,0,0,0,3,0,302,2,0,0.0,0,-56,0,56,55,False,0,3
Brandon Williams,DEF,Norwich,-0.7,0,0,14,0,3.1,290,26,2,0,1.7,14.0,2021-08-28T14:00:00Z,90,9,0,0,0,0,3,0,184362,2,1,0.0,1,20771,30162,9391,40,True,0,3
Kenny McLean,MID,Norwich,0.0,0,0,11,0,1.5,318,26,2,0,2.4,13.8,2021-08-28T14:00:00Z,90,9,0,0,0,0,3,0,3214,2,1,9.0,2,-343,164,507,49,True,0,3
Jeremy Ngakia,DEF,Watford,-0.7,0,0,3,0,0.4,400,27,0,0,1.3,12.4,2021-08-29T13:00:00Z,39,17,0,0,0,0,3,0,4074,0,1,0.0,1,-553,64,617,44,False,0,3
Sadio Mané,MID,Liverpool,5.3,1,0,9,0,18.9,230,23,1,0,11.0,8.6,2021-08-28T16:30:00Z,90,6,0,0,0,0,3,0,247504,1,1,82.0,5,-38132,13757,51889,119,True,0,3
Edward Nketiah,FWD,Arsenal,0.0,0,0,0,0,0.0,20,24,0,0,0.0,0.0,2021-08-28T11:30:00Z,0,12,0,0,0,0,3,0,6202,0,5,0.0,0,-948,467,1415,55,False,0,3
Jakub Moder,MID,Brighton,2.3,0,0,5,0,3.8,75,22,2,0,2.9,3.0,2021-08-28T14:00:00Z,72,8,0,0,0,0,3,0,67082,2,0,22.0,2,-4404,6409,10813,45,True,0,3
Ben Davies,DEF,Liverpool,0.0,0,0,0,0,0.0,248,23,0,0,0.0,0.0,2021-08-28T16:30:00Z,0,6,0,0,0,0,3,0,20592,1,1,0.0,0,-6159,0,6159,40,True,0,3
Trevoh Chalobah,DEF,Chelsea,5.0,0,0,4,0,0.0,527,23,0,0,0.2,2.2,2021-08-28T16:30:00Z,3,11,0,0,0,0,3,0,187573,1,1,0.0,1,-52689,23264,75953,50,False,0,3
Bali Mumba,DEF,Norwich,0.0,0,0,0,0,0.0,515,26,0,0,0.0,0.0,2021-08-28T14:00:00Z,0,9,0,0,0,0,3,0,25901,2,1,0.0,0,-2488,1107,3595,40,True,0,3
Enock Mwepu,MID,Brighton,0.1,0,0,0,0,0.0,462,22,0,0,0.0,0.0,2021-08-28T14:00:00Z,0,8,0,0,0,0,3,0,6441,2,0,0.0,0,-2871,180,3051,59,True,0,3
Theo Walcott,MID,Southampton,1.5,0,0,0,0,0.0,332,25,0,0,0.0,0.0,2021-08-28T14:00:00Z,0,14,0,0,0,0,3,0,17479,2,2,0.0,0,-1529,1533,3062,60,False,0,3
Fabian Schär,DEF,Newcastle,-0.5,0,0,8,0,0.3,305,25,2,0,1.1,10.4,2021-08-28T14:00:00Z,90,16,0,0,0,0,3,0,17224,2,2,0.0,0,-1828,478,2306,45,True,1,3
Mateusz Klich,MID,Leeds,4.2,0,0,0,0,0.0,186,29,0,0,0.0,0.0,2021-08-29T13:00:00Z,0,5,0,0,0,0,3,0,70244,1,1,0.0,0,27266,36622,9356,55,False,0,3
Che Adams,FWD,Southampton,4.5,0,0,5,0,12.9,345,25,1,0,5.0,3.6,2021-08-28T14:00:00Z,70,14,0,0,0,0,3,0,176201,2,2,33.0,2,34361,57430,23069,70,False,0,3
Andriy Yarmolenko,MID,West Ham,1.5,0,0,3,0,0.3,412,28,0,0,0.6,0.0,2021-08-28T14:00:00Z,3,7,0,0,0,0,3,0,15165,2,2,6.0,1,-3162,890,4052,54,True,0,3
Onel Hernández,MID,Norwich,-1.0,0,0,0,0,0.0,320,26,0,0,0.0,0.0,2021-08-28T14:00:00Z,0,9,0,0,0,0,3,0,4290,2,1,0.0,0,-685,133,818,49,True,0,3
Benjamin Chilwell,DEF,Chelsea,0.0,0,0,0,0,0.0,135,23,0,0,0.0,0.0,2021-08-28T16:30:00Z,0,11,0,0,0,0,3,0,516090,1,1,0.0,0,-236742,4576,241318,58,False,0,3
Leander Dendoncker,MID,Wolves,0.2,0,0,0,0,0.0,434,30,0,0,0.0,0.0,2021-08-29T15:30:00Z,0,13,0,0,0,0,3,0,13017,1,0,0.0,0,-1734,387,2121,49,True,0,3
Andrew Robertson,DEF,Liverpool,0.7,0,0,12,0,56.7,234,23,1,0,8.8,17.8,2021-08-28T16:30:00Z,85,6,0,0,0,0,3,0,83990,1,1,13.0,2,4152,15815,11663,70,True,0,3
Marcus Rashford,MID,Man Utd,0.0,0,0,0,0,0.0,281,30,0,0,0.0,0.0,2021-08-29T15:30:00Z,0,20,0,0,0,0,3,0,14071,1,0,0.0,0,-2389,266,2655,94,False,0,3
Rayan Ait Nouri,DEF,Wolves,-0.2,0,0,0,0,0.0,470,30,0,0,0.0,0.0,2021-08-29T15:30:00Z,0,13,0,0,0,0,3,0,34310,1,0,0.0,0,-7142,938,8080,44,True,0,3
Michal Karbownik,DEF,Brighton,0.0,0,0,0,0,0.0,536,22,0,0,0.0,0.0,2021-08-28T14:00:00Z,0,8,0,0,0,0,3,0,5802,2,0,0.0,0,1179,1861,682,40,True,0,3
Ciaran Clark,DEF,Newcastle,-0.5,0,0,0,0,0.0,293,25,0,0,0.0,0.0,2021-08-28T14:00:00Z,0,16,0,0,0,0,3,0,9990,2,2,0.0,0,-1659,319,1978,45,True,0,3
Pascal Groß,MID,Brighton,4.7,0,0,19,0,50.7,55,22,2,0,8.9,29.2,2021-08-28T14:00:00Z,90,8,0,0,0,0,3,0,66445,2,0,9.0,2,17311,26046,8735,60,True,0,3
Bobby Thomas,DEF,Burnley,-0.5,0,0,0,0,0.0,534,29,0,0,0.0,0.0,2021-08-29T13:00:00Z,0,10,0,0,0,0,3,0,14845,1,1,0.0,0,1914,4179,2265,40,True,0,3
John McGinn,MID,Aston Villa,3.8,0,0,0,0,0.0,35,21,0,0,0.0,0.0,2021-08-28T14:00:00Z,0,3,0,0,0,0,3,0,100236,1,1,0.0,0,-3069,11295,14364,60,True,0,3
Bukayo Saka,MID,Arsenal,0.8,0,0,0,0,0.8,22,24,3,0,0.5,0.0,2021-08-28T11:30:00Z,45,12,0,0,0,0,3,0,642187,0,5,6.0,1,-209006,14222,223228,63,False,0,3
Takumi Minamino,MID,Liverpool,0.0,0,0,0,0,0.0,236,23,0,0,0.0,0.0,2021-08-28T16:30:00Z,0,6,0,0,0,0,3,0,6263,1,1,0.0,0,-2291,311,2602,53,True,0,3
Rhys Williams,DEF,Liverpool,0.0,0,0,0,0,0.0,247,23,0,0,0.0,0.0,2021-08-28T16:30:00Z,0,6,0,0,0,0,3,0,4587,1,1,0.0,0,-627,203,830,44,True,0,3
Jack Butland,GK,Crystal Palace,-0.5,0,0,0,0,0.0,156,28,0,0,0.0,0.0,2021-08-28T14:00:00Z,0,19,0,0,0,0,3,0,33474,2,2,0.0,0,-1968,688,2656,45,False,0,3
João Pedro Cavaco Cancelo,DEF,Man City,5.2,0,0,28,1,18.3,256,24,0,0,6.0,18.6,2021-08-28T11:30:00Z,90,1,0,0,0,0,3,0,554340,0,5,23.0,6,-5213,37095,42308,60,True,0,3
Marvelous Nakamba,MID,Aston Villa,1.5,0,0,3,0,0.3,41,21,0,0,0.1,0.6,2021-08-28T14:00:00Z,27,3,0,0,0,0,3,0,16735,1,1,0.0,1,-2147,1139,3286,45,True,0,3
Cédric Soares,DEF,Arsenal,-0.5,0,0,1,0,1.0,5,24,5,0,0.5,4.4,2021-08-28T11:30:00Z,90,12,0,0,0,0,3,0,17617,0,5,0.0,-1,-1038,1515,2553,44,False,1,3
Joseph Gomez,DEF,Liverpool,0.3,0,0,0,0,0.0,238,23,0,0,0.0,0.0,2021-08-28T16:30:00Z,0,6,0,0,0,0,3,0,48696,1,1,0.0,0,-7716,2421,10137,49,True,0,3
Johann Berg Gudmundsson,MID,Burnley,1.5,0,0,2,1,2.7,108,29,0,0,0.6,0.0,2021-08-29T13:00:00Z,62,10,0,0,0,0,3,0,5482,1,1,6.0,3,-362,348,710,55,True,0,3
Eric Dier,DEF,Spurs,7.7,0,1,27,1,1.1,361,27,0,0,3.7,26.8,2021-08-29T13:00:00Z,90,18,0,0,0,0,3,0,404813,0,1,9.0,7,153990,182400,28410,46,True,0,3
Charlie Cresswell,DEF,Leeds,0.5,0,0,0,0,0.0,563,29,0,0,0.0,0.0,2021-08-29T13:00:00Z,0,5,0,0,0,0,3,0,9172,1,1,0.0,0,5230,6034,804,40,False,0,3
Jan Bednarek,DEF,Southampton,0.8,0,0,0,0,0.0,343,25,0,0,0.0,0.0,2021-08-28T14:00:00Z,0,14,0,0,0,0,3,0,69190,2,2,0.0,0,-8013,1435,9448,45,False,0,3
Steven Alzate,MID,Brighton,0.7,0,0,0,0,0.0,73,22,0,0,0.0,0.0,2021-08-28T14:00:00Z,0,8,0,0,0,0,3,0,4159,2,0,0.0,0,-390,408,798,50,True,0,3
Eldin Jakupovic,GK,Leicester,2.0,0,0,0,0,0.0,573,26,0,0,0.0,0.0,2021-08-28T14:00:00Z,0,15,0,0,0,0,3,0,0,2,1,0.0,0,0,0,0,40,False,0,3
Nathaniel Chalobah,MID,Watford,-0.2,0,0,0,0,0.0,385,27,0,0,0.0,0.0,2021-08-29T13:00:00Z,0,17,0,0,0,0,3,0,1125,0,1,0.0,0,-255,38,293,50,False,0,3
Fabio Henrique Tavares,MID,Liverpool,1.0,0,0,13,0,5.1,232,23,1,0,3.0,9.4,2021-08-28T16:30:00Z,90,6,0,0,0,0,3,0,43825,1,1,15.0,2,-18328,1048,19376,54,True,0,3
Niels Nkounkou,DEF,Everton,1.0,0,0,0,0,0.0,570,22,0,0,0.0,0.0,2021-08-28T14:00:00Z,0,4,0,0,0,0,3,0,0,2,0,0.0,0,0,0,0,40,False,0,3
Pontus Jansson,DEF,Brentford,6.8,1,2,28,0,10.3,76,21,1,0,4.1,28.4,2021-08-28T14:00:00Z,90,2,0,0,0,0,3,0,99653,1,1,2.0,7,36144,47730,11586,45,False,0,3
João Filipe Iria Santos Moutinho,MID,Wolves,1.5,0,0,10,0,16.8,426,30,1,0,2.7,6.2,2021-08-29T15:30:00Z,90,13,0,0,0,0,3,0,33538,1,0,4.0,2,-2637,2708,5345,50,True,0,3
Asmir Begović,GK,Everton,0.0,0,0,0,0,0.0,481,22,0,0,0.0,0.0,2021-08-28T14:00:00Z,0,4,0,0,0,0,3,0,199118,2,0,0.0,0,14563,21153,6590,40,False,0,3
Aymeric Laporte,DEF,Man City,7.2,0,0,23,1,3.2,259,24,0,0,7.7,11.8,2021-08-28T11:30:00Z,90,1,0,0,0,0,3,0,233410,0,5,62.0,6,85591,102977,17386,55,True,0,3
Nuno Varela Tavares,DEF,Arsenal,0.2,0,0,0,0,0.0,466,24,0,0,0.0,0.0,2021-08-28T11:30:00Z,0,12,0,0,0,0,3,0,21774,0,5,0.0,0,-1401,2258,3659,45,False,0,3
Konstantinos Tsimikas,DEF,Liverpool,6.0,0,0,4,0,14.3,245,23,0,0,1.8,4.0,2021-08-28T16:30:00Z,4,6,0,0,0,0,3,0,2205058,1,1,0.0,1,130949,422275,291326,42,True,0,3
Jacob Murphy,MID,Newcastle,3.8,1,0,21,0,11.3,304,25,2,0,6.8,34.2,2021-08-28T14:00:00Z,90,16,0,0,0,0,3,0,28763,2,2,22.0,5,2037,8833,6796,50,True,0,3
Mason Mount,MID,Chelsea,4.7,0,0,5,0,18.4,138,23,1,0,3.2,5.8,2021-08-28T16:30:00Z,90,11,0,0,0,0,3,0,1398037,1,1,8.0,2,-95895,73827,169722,75,False,0,3
Yoane Wissa,MID,Brentford,0.2,0,0,0,0,0.5,524,21,0,0,0.2,0.0,2021-08-28T14:00:00Z,24,2,0,0,0,0,3,0,3557,1,1,2.0,1,-734,207,941,60,False,0,3
Donny van de Beek,MID,Man Utd,0.5,0,0,0,0,0.0,282,30,0,0,0.0,0.0,2021-08-29T15:30:00Z,0,20,0,0,0,0,3,0,9584,1,0,0.0,0,-1490,574,2064,59,False,0,3
Divock Origi,FWD,Liverpool,0.0,0,0,0,0,0.0,235,23,0,0,0.0,0.0,2021-08-28T16:30:00Z,0,6,0,0,0,0,3,0,80850,1,1,0.0,0,-11237,5993,17230,49,True,0,3
Dimitris Giannoulis,DEF,Norwich,-0.7,0,0,0,0,0.0,457,26,0,0,0.0,0.0,2021-08-28T14:00:00Z,0,9,0,0,0,0,3,0,7058,2,1,0.0,0,-887,182,1069,45,True,0,3
Anwar El Ghazi,MID,Aston Villa,4.2,0,0,2,0,36.9,42,21,1,0,4.8,6.4,2021-08-28T14:00:00Z,90,3,0,0,0,0,3,0,117718,1,1,5.0,1,30007,43936,13929,60,True,1,3
Kyle Walker-Peters,DEF,Southampton,0.8,0,0,13,0,27.3,342,25,2,0,4.8,11.8,2021-08-28T14:00:00Z,90,14,0,0,0,0,3,0,48092,2,2,9.0,0,-5781,2241,8022,49,False,1,3
Mohamed Elyounoussi,MID,Southampton,3.2,0,1,27,0,23.6,517,25,2,1,16.2,49.6,2021-08-28T14:00:00Z,90,14,0,0,0,0,3,0,2757,2,2,89.0,8,171,602,431,55,False,0,3
Christian Kabasele,DEF,Watford,-0.3,0,0,0,0,0.0,384,27,0,0,0.0,0.0,2021-08-29T13:00:00Z,0,17,0,0,0,0,3,0,7778,0,1,0.0,0,-880,279,1159,45,False,0,3
Andre Gray,FWD,Watford,-1.0,0,0,0,0,0.0,383,27,0,0,0.0,0.0,2021-08-29T13:00:00Z,0,17,0,0,0,0,3,0,17175,0,1,0.0,0,-3269,1773,5042,54,False,0,3
Ibrahima Konaté,DEF,Liverpool,0.0,0,0,0,0,0.0,243,23,0,0,0.0,0.0,2021-08-28T16:30:00Z,0,6,0,0,0,0,3,0,128476,1,1,0.0,0,-53198,1843,55041,53,True,0,3
Jean-Philippe Mateta,FWD,Crystal Palace,-0.2,0,0,0,0,0.0,159,28,0,0,0.0,0.0,2021-08-28T14:00:00Z,0,19,0,0,0,0,3,0,9549,2,2,0.0,0,-2391,711,3102,55,False,0,3
Dane Scarlett,FWD,Spurs,1.0,0,0,0,0,0.0,520,27,0,0,0.0,0.0,2021-08-29T13:00:00Z,0,18,0,0,0,0,3,0,171611,0,1,0.0,0,1679,27952,26273,45,True,0,3
Aaron Ramsdale,GK,Arsenal,-0.5,0,0,0,0,0.0,559,24,0,0,0.0,0.0,2021-08-28T11:30:00Z,0,12,0,0,0,0,3,0,8159,0,5,0.0,0,3141,4154,1013,45,False,0,3
Luke Thomas,DEF,Leicester,4.0,0,0,14,0,10.6,219,26,1,0,2.5,14.0,2021-08-28T14:00:00Z,90,15,0,0,0,0,3,0,90122,2,1,0.0,2,3718,17205,13487,45,False,0,3
Diego Llorente,DEF,Leeds,1.2,0,0,10,0,1.0,190,29,1,0,1.9,18.0,2021-08-29T13:00:00Z,64,5,0,0,0,0,3,0,6401,1,1,0.0,2,-425,466,891,45,False,0,3
Robin Koch,DEF,Leeds,0.1,0,0,0,0,0.0,194,29,0,0,0.0,0.0,2021-08-29T13:00:00Z,0,5,0,0,0,0,3,0,17702,1,1,0.0,0,-5736,193,5929,45,False,0,3
Albert Sambi Lokonga,MID,Arsenal,0.5,0,0,0,0,0.0,478,24,0,0,0.0,0.0,2021-08-28T11:30:00Z,0,12,0,0,0,0,3,0,16029,0,5,0.0,0,-1190,1999,3189,50,False,0,3
Sam Greenwood,FWD,Leeds,0.5,0,0,0,0,0.0,550,29,0,0,0.0,0.0,2021-08-29T13:00:00Z,0,5,0,0,0,0,3,0,79315,1,1,0.0,0,13609,28990,15381,45,False,0,3
